rank,resume_id,category,composite_score,status,est_years_exp,tfidf_score,skill_match_pct,category_pct,exp_score,edu_score,total_skills,matched_skills,missing_skills,bonus_skills,snippet
226,1153,HR,20.77, Not Recommended,5,1.45,6.52,25.0,62.5,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","David Kim | david.k@email.com Human Resources Manager — 5 years EXPERIENCE: HR Manager — Amazon • Full-cycle recruitment, employee relations, performance management • HRIS: Workday..."
227,1168,HR,20.77, Not Recommended,5,1.45,6.52,25.0,62.5,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Sam Walker | sam.w@email.com Human Resources Manager — 5 years EXPERIENCE: HR Manager — Spotify • Full-cycle recruitment, employee relations, performance management • HRIS: Workday..."
228,1174,HR,20.77, Not Recommended,5,1.44,6.52,25.0,62.5,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Emma Wilson | emma.w@email.com Human Resources Manager — 5 years EXPERIENCE: HR Manager — Uber • Full-cycle recruitment, employee relations, performance management • HRIS: Workday,..."
229,1162,HR,20.53, Not Recommended,5,1.44,6.52,25.0,62.5,82.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Maya Singh | maya.s@email.com Human Resources Manager — 5 years EXPERIENCE: HR Manager — Meta • Full-cycle recruitment, employee relations, performance management • HRIS: Workday,..."
230,1181,Accountant,20.46, Not Recommended,4,3.17,6.52,37.5,50.0,70.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Grace Patel | grace.p@email.com Certified Accountant (CPA) — 4 years EXPERIENCE: Senior Accountant — Salesforce • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS •..."
231,1182,Accountant,20.46, Not Recommended,4,3.17,6.52,37.5,50.0,70.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Henry Brown | henry.b@email.com Certified Accountant (CPA) — 4 years EXPERIENCE: Senior Accountant — Apple • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP..."
232,1241,Network Security Engineer,20.42, Not Recommended,4,3.54,8.7,25.0,50.0,82.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Quinn Harris | quinn.h@email.com Network Security Engineer — 4 years EXPERIENCE: Senior Security Engineer — Microsoft • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/..."
233,1235,Network Security Engineer,20.36, Not Recommended,3,3.54,8.7,25.0,37.5,100.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Karen Lee | karen.l@email.com Network Security Engineer — 3 years EXPERIENCE: Senior Security Engineer — OpenAI • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS sy..."
234,1179,Accountant,19.85, Not Recommended,2,3.16,6.52,37.5,25.0,100.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Emma Wilson | emma.w@email.com Certified Accountant (CPA) — 2 years EXPERIENCE: Senior Accountant — Salesforce • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • A..."
235,1230,Network Security Engineer,19.46, Not Recommended,4,3.56,8.7,25.0,50.0,70.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Frank Chen | frank.c@email.com Network Security Engineer — 4 years EXPERIENCE: Senior Security Engineer — Uber • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS sys..."
236,1152,HR,19.27, Not Recommended,4,1.45,6.52,25.0,50.0,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Carol White | carol.w@email.com Human Resources Manager — 4 years EXPERIENCE: HR Manager — Adobe • Full-cycle recruitment, employee relations, performance management • HRIS: Workda..."
237,1232,Network Security Engineer,18.92, Not Recommended,3,3.54,8.7,25.0,37.5,82.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Henry Brown | henry.b@email.com Network Security Engineer — 3 years EXPERIENCE: Senior Security Engineer — Intel • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS s..."
238,1233,Network Security Engineer,18.34, Not Recommended,2,3.56,8.7,37.5,25.0,70.0,7,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'databricks', 'linux']","Iris Davis | iris.d@email.com Network Security Engineer — 2 years EXPERIENCE: Senior Security Engineer — Databricks • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IP..."
239,1237,Network Security Engineer,18.34, Not Recommended,2,3.56,8.7,37.5,25.0,70.0,7,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'databricks', 'linux']","Maya Singh | maya.s@email.com Network Security Engineer — 2 years EXPERIENCE: Senior Security Engineer — Databricks • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IP..."
240,1151,HR,18.07, Not Recommended,4,1.45,6.52,25.0,50.0,70.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Bob Martinez | bob.m@email.com Human Resources Manager — 4 years EXPERIENCE: HR Manager — Airbnb • Full-cycle recruitment, employee relations, performance management • HRIS: Workda..."
241,1249,Network Security Engineer,17.96, Not Recommended,3,3.56,8.7,25.0,37.5,70.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Emma Wilson | emma.w@email.com Network Security Engineer — 3 years EXPERIENCE: Senior Security Engineer — Spotify • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS..."
242,1170,HR,17.77, Not Recommended,3,1.44,6.52,25.0,37.5,85.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Alice Johnson | alice.j@email.com Human Resources Manager — 3 years EXPERIENCE: HR Manager — Uber • Full-cycle recruitment, employee relations, performance management • HRIS: Workd..."
243,1236,Network Security Engineer,17.66, Not Recommended,2,3.56,8.7,25.0,25.0,85.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Liam Taylor | liam.t@email.com Network Security Engineer — 2 years EXPERIENCE: Senior Security Engineer — Netflix • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS..."
244,1167,HR,17.47, Not Recommended,2,1.44,6.52,25.0,25.0,100.0,5,"['communication', 'leadership', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'problem solving']","Rachel Lopez | rachel.l@email.com Human Resources Manager — 2 years EXPERIENCE: HR Manager — Salesforce • Full-cycle recruitment, employee relations, performance management • HRIS:..."
245,1183,Accountant,17.15, Not Recommended,1,3.16,6.52,37.5,12.5,85.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Iris Davis | iris.d@email.com Certified Accountant (CPA) — 1 years EXPERIENCE: Senior Accountant — Airbnb • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS • AR/AP,..."
246,1188,Accountant,17.15, Not Recommended,1,3.16,6.52,37.5,12.5,85.0,5,"['communication', 'power bi', 'tableau']","['a/b testing', 'agile', 'airflow', 'aws', 'azure', 'bayesian', 'bert', 'classification', 'clustering', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'probability', 'python', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'sql', 'statistics', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['excel', 'oracle']","Noah Anderson | noah.a@email.com Certified Accountant (CPA) — 1 years EXPERIENCE: Senior Accountant — Microsoft • Financial statements: P&L, Balance Sheet, Cash Flow — GAAP/IFRS •..."
247,1227,Network Security Engineer,16.84, Not Recommended,1,3.56,8.7,37.5,12.5,70.0,7,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux', 'snowflake']","Carol White | carol.w@email.com Network Security Engineer — 1 years EXPERIENCE: Senior Security Engineer — Snowflake • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/I..."
248,1229,Network Security Engineer,16.46, Not Recommended,2,3.56,8.7,25.0,25.0,70.0,6,"['aws', 'azure', 'python', 'sql']","['a/b testing', 'agile', 'airflow', 'bayesian', 'bert', 'classification', 'clustering', 'communication', 'deep learning', 'docker', 'gcp', 'hugging face', 'hypothesis testing', 'kafka', 'kubernetes', 'leadership', 'lightgbm', 'machine learning', 'matplotlib', 'mlflow', 'mongodb', 'nlp', 'nltk', 'numpy', 'pandas', 'postgresql', 'power bi', 'probability', 'pytorch', 'r', 'regression', 'scikit-learn', 'scrum', 'seaborn', 'spacy', 'spark', 'statistics', 'tableau', 'teamwork', 'tensorflow', 'time series', 'xgboost']","['bash', 'linux']","Emma Wilson | emma.w@email.com Network Security Engineer — 2 years EXPERIENCE: Senior Security Engineer — Meta • Network security: Palo Alto, Cisco, Fortinet firewalls; IDS/IPS sys..."
